date,precipitation,temp_max,temp_min,wind,weather
2013-09-01,0.0,27.8,15.6,2.5,sun
2013-09-02,0.0,27.8,17.2,2.1,sun
2013-09-03,2.3,25.0,16.7,1.7,rain
2013-09-04,0.3,22.8,16.1,2.4,rain
2013-09-05,27.7,20.0,15.6,2.5,rain
2013-09-06,21.3,21.7,16.1,2.6,rain
2013-09-07,0.0,23.3,17.2,2.0,sun
2013-09-08,0.0,26.7,14.4,1.5,fog
2013-09-09,0.0,26.1,13.9,2.1,sun
2013-09-10,0.0,26.7,15.0,3.7,sun
2013-09-11,0.0,33.9,16.1,2.4,sun
2013-09-12,0.0,25.6,15.0,1.7,sun
2013-09-13,0.0,18.9,15.6,2.0,sun
2013-09-14,0.0,21.7,15.6,1.4,fog
2013-09-15,3.3,18.9,14.4,2.2,rain
2013-09-16,0.3,21.7,15.0,4.3,rain
2013-09-17,0.0,17.8,13.9,2.3,sun
2013-09-18,0.0,21.1,13.3,2.5,sun
